fact_id	fact
3508	bvvxh
3509	bvvxhain
3510	bvwp
3511	bw
3512	bw13
3513	bw2013
3514	bwa
3515	bwabrechnung
3516	bwahahaha
3517	bwahahahaha
3518	bwb
3519	bwe
3520	bwk14
3521	bwl
3522	bwmisc
3523	bwmisk
3524	bwmist
3525	bwt13
3526	bxl
3527	by
3528	by_kleinkunstpreis
3529	bybus132
3530	bye
3531	byebye
3532	byebyepinkypi
3533	byegoogle
3534	bylpt
3535	byltw13
3536	bymisc
3537	byobbdiscuss
3538	byod
3539	bystrica
3540	bytb
3541	byteambeck
3542	bz
3543	bzmv
3544	bzmvk
3545	bzö
3546	bzptndb
3547	bzptobb
3548	bzpts13
3549	bzptstuttgart
3550	bztw
3551	bzv
3552	bzvk
3553	bzvmk
3554	bzvndb
3555	bzvs12
3556	bzw13
3557	c
3558	c1
3559	c2
3560	c2c
3561	c3s
3562	c3s200k
3563	c64
3564	cabinet
3565	cablegate
3566	cacert
3567	cadenberge
3568	caedes
3569	caedesfilm
3570	cafedelsol
3571	cafépariser
3572	caffefaustokaffeerösterei
3573	caffier
3574	cairo
3575	calais
3576	calau
3577	calbe
3578	calden
3579	caldirola
3580	callcenter
3581	callenberg
3582	callyourordnungsamt
3583	calvin21
3584	calw
3585	cam
3586	camel
3587	cameron
3588	caminetto
3589	camp
3590	campact
3591	camphausen
3592	campus
3593	campusgruen
3594	campusmaut
3595	cams
3596	cams21
3597	cancer
3598	candycrush
3599	candynonmention
3600	candystorm
3601	cannabis
3602	cannabisalsmedizin
3603	cannabisalspalliativum
3604	cannabisclubs
3605	cannabislegalisieren
3606	cannamo
3607	cannstatt
3608	cannstatter
3609	cantmakethisshitup
3610	cantmakethisup
3611	canvassing
3612	canyoufindit
3613	capreform
3614	capsforever
3615	capslock
3616	captainmorgan
3617	captainobvious
3618	captcha
3619	captchaschwachsinn
3620	capulculartaksime
3621	car
3622	carbon
3623	carcrash
3624	cardassianertweet
3625	caremob
3626	caring
3627	carit
3628	caritas
3629	carlovive
3630	carnegie
3631	carnivorentweet
3632	caroziehdirwasanmiristkalt
3633	carree
3634	carrell
3635	carsharing
3636	carstens
3637	carta
3638	carter
3639	cartography
3640	cartoon
3641	carwitz
3642	casa
3643	casacuba
3644	case
3645	caseking
3646	cash
3647	casper
3648	cassini
3649	casting4pirat
3650	castingcarree
3651	castle
3652	castor
3653	castorschottern
3654	castortransport
3655	castroprauxel
3656	cat
3657	catalogue
3658	catcontact
3659	catconten
3660	catcontent
3661	catcopter
3662	cats
3663	cattenom
3664	caturday
3665	caviardiplomacy
3666	cbase
3667	cbl
3668	cc
3669	ccc
3670	ccc4
3671	ccdepp
3672	cch
3673	ccmixter
3674	ccmusic
3675	ccot
3676	ccs
3677	cd
3678	cda
3679	cdavenlo
3680	cdeu
3681	cdnpoli
3682	cds
3683	cdskonf
3684	cdu
3685	cdu_bw
3686	cdu40plus
3687	cduberlin
3688	cdubrandenburg
3689	cdubw
3690	cducsu
3691	cducsuspdfdp
3692	cdudk
3693	cdufdp
3694	cdufdpspd
3695	cdufilme
3696	cduifizierung
3697	cduistdochnichteuerernst
3698	cdupankow
3699	cduplakat
3700	cdurlp
3701	cduspd
3702	cduspdfdp
3703	cduspdgrünefdp
3704	cduspenderausüberzeugung
3705	cdustyle
3706	cduthüringen
3707	cduwahlprogramm2009
3708	cduwe
3709	cduww
3710	cdv
3711	cecemcdonald
3712	celle
3713	cellerloch
3714	celtic
3715	cem
3716	censorship
3717	centralasia
3718	centralgate
3719	cerialkiller
3720	ces
3721	ceterumcenseo
3722	cfp
3723	cgn
3724	cgs
3725	chack
3726	chagall
3727	challenge
3728	challengeaccepted
3729	challengeacepted
3730	cham
3731	chameleon
3732	championsleague
3733	chancen
3734	chancengerechtigkeit
3735	chancengleicheit
3736	chancengleichheit
3737	chancennutzen
3738	chancenst
3739	chancenstattschulden
3740	chanel
3741	change
3742	changenow
3743	channel
3744	chanology
3745	chaos
3746	chaoscomputerclub
3747	chaospd
3748	chaosradio
3749	chaostruppe
3750	chapeau
3751	charite
3752	charité
3753	charity
3754	charlottenbrücke
3755	charlottenburg
3756	charlottenburgnord
3757	charlwilm
3758	charts
3759	charwilm
3760	charwilms
3761	chatten
3762	chatzimarkakis
3763	che
3764	cheatday
3765	check
3766	checken
3767	checkpoint
3768	cheers
3769	chef
3770	chefärzte
3771	chefin
3772	chefregulierer
3773	chefsache
3774	chekovtweet
3775	chelsea
3776	chelseamanning
3777	chemical
3778	chemicalweapons
3779	chemie
3780	chemiewaffen
3781	chemiewaffenverbot
3782	chemikalien
3783	chemnitz
3784	chemnitzorange
3785	chemtrail
3786	chemtrails
3787	cheney
3788	cher
3789	cherry2000
3790	chess
3791	chessvibes
3792	chessworldcup
3793	chevron
3794	chicago
3795	chicken
3796	childlabour
3797	childmarriage
3798	childrenofsyria
3799	chile
3800	chili
3801	chimera
3802	china
3803	china_augenklau
3804	chinadelegation
3805	chinese
3806	chinesedelegation
3807	chinesisch
3808	chinesischeshoroskop
3809	chio
3810	chip
3811	chirurgie
3812	chodorkowski
3813	choices
3814	cholera
3815	chomsky
3816	chopin
3817	choweiler
3818	chrismon
3819	christen
3820	christenmühle
3821	christentum
3822	christianisierung
3823	christianotto
3824	christiansen
3825	christinamayer
3826	christinaschröder
3827	christkind
3828	christkindldorf
3829	christkonservativevolksfront
3830	christliche
3831	christlicheliberalekoalition
3832	christlicherantisemitismus
3833	christlichernächstenhass
3834	christmas
3835	christopher
3836	christopherstreetday
3837	chrome
3838	chromecast
3839	chronofaschismus
3840	chronologie
3841	chrrr
3842	chruchofshareclouds
3843	chrysiavgi
3844	chuck
3845	chucknorris
3846	churchofshareclouds
3847	chuzpe
3848	cia
3849	ciaobruno
3850	cicero
3851	cicero_online
3852	cimoc
3853	cindy
3854	cindytrash
3855	cinecitta
3856	cinetower
3857	cio
3858	circleoflife
3859	circus
3860	cisco
3861	cisnormativity
3862	cispa
3863	citizens
3864	city2city
3865	citybahn
3866	citytax
3867	citytwittercompetition
3868	civ_iv
3869	civilization
3870	cl
3871	clarholz
3872	clashboombang
3873	classy
3874	claudia
3875	claudiaroth
3876	claudiaschiffer
3877	clayoquot
3878	clement
3879	clerks
3880	clicktivism
3881	cliffhanger
3882	clim
3883	climat
3884	climate
3885	climatechange
3886	climatejustice
3887	climatelaw
3888	climatenamechange
3889	climax
3890	clinton
3891	clipvilla
3892	clockworkorange
3893	closegitmo
3894	cloud
3895	cloudbackup
3896	clouds
3897	club
3898	clubketeke
3899	clubkultur
3900	clubkulturdemo
3901	clubkulturstattleitkultur
3902	clubmate
3903	clueso
3904	cm
3905	cms
3906	cn
3907	cnbc
3908	cnc
3909	cnetz
3910	cnn
3911	cnn15
3912	cnn15s
3913	cnnworld
3914	cnte
3915	cntesequeda
3916	co
3917	co2
3918	co2grenzwerte
3919	co2steuer
3920	coal
3921	cobbel
3922	coburg
3923	cocacola
3924	cochlea
3925	cocktail
3926	cockteel
3927	codename
3928	codes
3929	codex
3930	coe
3931	coesfeld
3932	cofacearena
3933	coffeeshop
3934	coffeeshops
3935	cohn
3936	cohnbendit
3937	coke
3938	cola
3939	colab
3940	colab9
3941	colbitz
3942	cold
3943	collabo
3944	collecting
3945	cologne
3946	colombia
3947	coloniadignidad
3948	colorado
3949	colorclash
3950	colozine
3951	columbusday
3952	comeatme
3953	comedy
3954	comedypreis
3955	comeon
3956	comfort
3957	comicsans
3958	comingout
3959	comingoutday
3960	commentisfree
3961	commentsfromhell
3962	commerzbank
3963	commonismus
3964	commonisten
3965	commonly
3966	commons
3967	communalwestffm
3968	communityserver
3969	compliance
3970	compulsaryvoting
3971	computervision
3972	computerwoche
3973	computerzeuch
3974	comrades
3975	comunio
3976	condrobs
3977	conference
3978	cong
3979	congo_kinshasa
3980	congrats
3981	congress
3982	congstar
3983	connectedcontinent
3984	connewitz
3985	connichi
3986	consentculture
3987	conservatives
3988	constancy
3989	contentbox
3990	contentmafia
3991	contento
3992	contest
3993	contextfortheweak
3994	contextis
3995	contextisfortheweak
3996	contra_de
3997	contrabass
3998	contravision
3999	controllerveredelung
4000	controlling
4001	convent15
4002	cool
4003	coolbleiben
4004	coolerhund
4005	coolesau
4006	cooljazz
4007	coolstenlandderwelt
4008	cop
4009	cop21
4010	copenhagen
4011	copipeline
4012	coppeliushilft
4013	coppi
4014	cops
4015	coptic
4016	copy
4017	copyandpaste
4018	copyandpasteretweet
4019	copyfight
4020	copyright
4021	copywrong
4022	corneo
4023	corpssilesia
4024	corruption
4025	corvinianum
4026	cosmopolis
4027	cossi
4028	costaconcordia
4029	coswig
4030	cottbus
4031	couchsurfer
4032	couchsurfing
4033	countdown3
4034	countdown4
4035	countdown5
4036	countryreiten
4037	countup
4038	coup
4039	courage
4040	cox
4041	coyk
4042	cpeurope
4043	cpf9
4044	cpp
4045	crailsheim
4046	cramer
4047	cranz
4048	crash
4049	crawinkel
4050	crazy
4051	crazydriving
4052	crazygolf
4053	crazyhorst
4054	creativecommons
4055	creeper
4056	creepercards
4057	creepvermeiden
4058	creepy
4059	crew
4060	crew65
4061	crewf
4062	crewfl
4063	crewflausch
4064	crewprometheus
4065	crimmitschau
4066	crisis
4067	criticalmass
4068	crn
4069	croatia
4070	croisonsles
4071	crowd
4072	crowdfunding
4073	crowdmonitoring
4074	crowsourcing
4075	crucialquestion
4076	crumpycat
4077	cryproparty
4078	crypt
4079	cryptanalysisandexploitationservices
4080	crypto
4081	cryptoangels
4082	cryptobudget
4083	cryptocrap
4084	cryptodisk
4085	cryptohi
4086	cryptop
4087	cryptoparties
4088	cryptoparty
4089	cryptopartyjena
4090	cryptopartys
4091	cryptopary
4092	cryptosporidien
4093	cryptotweets
4094	cryptowars
4095	crytoparty
4096	cs
4097	csa
4098	csc
4099	csd
4100	csd13
4101	csd2013
4102	csdbonn
4103	csdessen
4104	csdffm
4105	csdhh
4106	csdleipzig
4107	csdmagdeburg
4108	csdmonnem
4109	csdp
4110	csdrheinneckar
4111	csdsaarbrücken
4112	csdsaarlorlux
4113	csdsb
4114	csdulm
4115	csdwi
4116	csed
4117	csiro
4118	css
4119	cssprofi
4120	csu
4121	csu_spitzenkandidaten
4122	csucduspd
4123	csufilme
4124	csuitestudy
4125	csuler
4126	cthulhu
4127	ctsecurity
4128	cu
4129	cuba
4130	cube
4131	cultiva
4132	culturabend
4133	cultural
4134	culture
4135	culturlaub
4136	cumberbatch
4137	cumberbatchama
4138	cunnilingus
4139	cupbattle
4140	curiosity
4141	curious
4142	curriculum
4143	currywurst
4144	cutiepie
4145	cuxhaven
4146	cvjm
4147	cvo
4148	cw
4149	cxu
4150	cyanogenmod
4151	cybe
4152	cyberfluep
4153	cybermobbing
4154	cybersecurity
4155	cybersicherheit
4156	cyberwar
4157	cyberwarfare
4158	cyborg
4159	cyborgism
4160	cyborgs
4161	cyclassics
4162	cyclonephailin
4163	cypherpunks
4164	cyrptoparty
4165	cyrus
4166	czaja
4167	czech
4168	d
4169	d2d_fact
4170	d2d_fun
4171	d2d_quote
4172	d64
4173	d64lunch
4174	da
4175	dä
4176	daad
4177	dab
4178	dabei
4179	dach2013
4180	dachau
4181	dachorganisation
4182	dackel
4183	dadi
4184	daems
4185	daf
4186	dafahrichnichthin
4187	dafaq
4188	dafuq
4189	dafür
4190	dagegen
4191	dagehtnochwas
4192	dager
4193	dagger
4194	daggercomplex
4195	daggerkomplex
4196	dagggerkomplex
4197	dagmarvorort
4198	dahlem
4199	dahme
4200	dahoam
4201	dailyshit
4202	daimler
4203	dainteressiertsichkeinerfürdenverein
4204	dakennichmichaus
4205	dalailama
4206	dalberg
4207	damachstenixfalsch
4208	damals
4209	damalsmit14
4210	damascus
4211	damaskus
4212	dambeck
4213	damenviertel
4214	damenwahl
4215	damitihreswisst
4216	damitihrswisst
4217	dämlicheanrufe
4218	dammitihrdesmalwisst
4219	dampfe
4220	dampfen
4221	dampferdemo
4222	dampfwalze
4223	damshagen
4224	dan
4225	dance
4226	dancefloorsatelilte
4227	danckert
4228	danebod
4229	dänemark
4230	dänenampel
4231	daniel
4232	danielawagner
4233	danielkoebler
4234	dank
4235	dankbarkeit
4236	danke
4237	dankebasis
4238	dankedir
4239	dankeinternet
4240	dankemama
4241	dankeschön
4242	danketankred
4243	danketweet
4244	danksagungen
4245	danktweet
4246	dankudekeinebude
4247	dannebennicht
4248	danneberg
4249	dannnochzwei
4250	darfdiedas
4251	darja
4252	darknet
4253	darkprojekt
4254	darlehen
4255	darmstadt
4256	dart
4257	darthvader
4258	darum
4259	darumpertwitter
4260	darwin
4261	darwinaward
4262	das
4263	dasalteleben
4264	dasblauekamel
4265	dasbringtmichnochumtweet
4266	dascamp
4267	dasding
4268	daseinsvorsorge
4269	daserste
4270	daserstemal2013
4271	dasfest
4272	dasfindeichschade
4273	dasfloß
4274	dasfloss
4275	dasgeht
4276	dasgehtschonsprachlichnicht
4277	dasgibtesdochnicht
4278	dasglaubtdirkeiner
4279	dasglaubtkeinmensch
4280	dasgrünemilleu
4281	dasguteleben
4282	dashcams
4283	dasinternetvergisstnichts
4284	dasistdeutschland
4285	dasistkeinbarcamp
4286	dasistme
4287	dasistmeinecdu
4288	dasistmeinefdp
4289	dasistmeinelinke
4290	dasistmirdochegal
4291	dasistwahlkampf
4292	daskannnu
4293	daskapital
4294	daskochkrokodil
4295	dasleben
4296	daslebenistmanchmaldooftweet
4297	daslebenkannsohartsein
4298	dasmädchenwadjda
4299	dasmerkendienie
4300	dasmitdemwahlkampf
4301	dasmitdenkreuzen
4302	dasmussliebesein
4303	dasmusstemal
4304	dasniveau
4305	dasproblemheißtrassi
4306	dasproblemheißtrassismus
4307	dass
4308	dasschaffenwir
4309	dassel
4310	dassinddiepiraten
4311	dassinddochgrüne
4312	dasspiel
4313	dasspielsichimkreisedreht
4314	dassprichtauchbände
4315	dastvduell
4316	dasübliche
4317	daswärs
4318	daswarswohl
4319	daswillichsehen
4320	daswirdgrün
4321	daswirdmanjawohlnochsagendürfen
4322	daswirdteuer
4323	daswirentscheidet
4324	daszeugdahinwoesgebrauchtwird
4325	dat
4326	data
4327	databecker
4328	datacenter
4329	datagalore
4330	dataholic
4331	dataprotection
4332	dataretention
4333	dataviz
4334	dataziz
4335	date
4336	daten
4337	datenaffäre
4338	datenboykott
4339	datenbrause
4340	datenflut
4341	datenfuerkommunalwahlmitextralangenhashtagfuerihn
4342	datenhamster
4343	datenjournalismus
4344	datenklau
4345	datenkrake
4346	datenlokalisieren
4347	datenmigration
4348	datennationalismus
4349	datens
4350	datensc
4351	datensch
4352	datenschu
4353	datenschutz
4354	datenschutzbeauftrager
4355	datenschutzbeauftragte
4356	datenschutzbeauftragten
4357	datenschutzbeauftragter
4358	datenschutzbericht
4359	datenschutzbriefe
4360	datenschützer
4361	datenschutzkonferenz
4362	datenschutzpartei
4363	datenschutzrahmenabkommen
4364	datenschutzrecht
4365	datenschutzreform
4366	datenschutzundso
4367	datensicherheit
4368	datenskandal
4369	datensparsamkeit
4370	datenspionage
4371	datenspitzelei
4372	datenspuren
4373	datensschutz
4374	dativ
4375	datteln
4376	datteln4
4377	datumrotimkalenderanstreichengeh
4378	dauerbrenner
4379	dauerregen
4380	dauerschlaf
4381	dauert
4382	dauertweet
4383	daumendrück
4384	daumendrücken
4385	daumendrücktweet
4386	daumendrueck
4387	daumenhoch
4388	daun
4389	daverstehteinermeinenot
4390	david
4391	davidgegengoliath
4392	davidmiranda
4393	davidrovics
4394	davis
4395	davos
4396	dawarenseinsmehr
4397	dax
4398	day
4399	dayofthegirl
4400	daz
4401	db
4402	dbag
4403	dbb
4404	dbbjugend
4405	dbfk
4406	dbl
4407	dbnetzvorstand
4408	dbp13
4409	dbresearch
4410	dbsyltshuttle
4411	dbt
4412	dbtower
4413	dcri
4414	ddb
4415	ddbmz
4416	ddc
4417	dddos
4418	ddgmc
4419	ddhilfe
4420	ddj
4421	ddl
4422	ddnf
4423	ddorf
4424	ddos
4425	ddosen
4426	ddr
4427	dduell
4428	de
4429	deadkennedys
4430	deadlock
4431	deaf
4432	deaflmpics
4433	deaflympics
4434	deafpower
4435	deafweek
4436	deal
4437	dealwithit
4438	dearcispeople
4439	dearjjabrams
4440	death
4441	deathpenalty
4442	deathstar
4443	deb
4444	debakel
4445	debate
4446	debating
4447	debatt
4448	debatte
4449	debattecontra
4450	debattep
4451	debattepro
4452	debian
4453	debitel
4454	debt
4455	debüt
4456	dec
4457	decics
4458	decix
4459	deephouse
4460	deeppurple
4461	deepstate
4462	deepthoughtsaftermidnight
4463	deeskalation
4464	deeskalativ
4465	deeskalatortweet
4466	defcon
4467	defender
4468	define
4469	defundobamacare
4470	degerloch
4471	deggingen
4472	degradation
4473	dehoga
4474	deichbrand
4475	deichstadtradio
4476	deindingdorf
4477	deinemailisteinepostkarte
4478	deinembild
4479	deinemudda
4480	deinemudder
4481	deineredeseijajaneinneinodergehkackenoifmjam
4482	deinernst
4483	deineschuld
4484	deinestimmegegenarmut
4485	deinleben
4486	deinlebendeinefreiheit
4487	dejavu
4488	dekadenz
4489	dekadenztweet
4490	dekadenzwomo
4491	deko
4492	dekt
4493	delay
4494	delegiertenversammlungen
4495	delfin4
4496	delfine
4497	delhi
4498	delhigangrape
4499	deliriumträume
4500	dell
4501	delmenhorst
4502	delphinen
4503	delpt
4504	dem
4505	dem_morgenrot_entgegen
4506	demagogen
4507	demail
4508	demaizere
4509	demaiziere
4510	demaizière
4511	demaizìere
4512	demaizières
4513	demaziere
4514	demazière
4515	demenzwähler
4516	demisere
4517	demmingen
4518	demnig
4519	demo
4520	democracy
4521	democracyday
4522	demogra
4523	demografie
4524	demografietour
4525	demografiewandel
4526	demografische
4527	demografischer
4528	demografischerwandel
4529	demographie
4530	demok
4531	demokr
4532	demokra
4533	demokrat
4534	demokraten
4535	demokratie
4536	demokratiediaspora
4537	demokratiefähigkeit
4538	demokratiefail
4539	demokratiefilter
4540	demokratieforum
4541	demokratiefunktioniert
4542	demokratiekaputt
4543	demokratiemüdigkeit
4544	demokratieprojekts2013
4545	demokratietag
4546	demokratieupdate
4547	demokratieupgrade
4548	demokratieupgradejetzt
4549	demokratieverdrossenheit
4550	demokratievers
4551	demokratieverständnis
4552	demokratiewanderung
4553	demokratisch
4554	demokratischeparteien
4555	demokratisierung
4556	demomaterial
4557	demonstration
4558	demonstrationen
4559	demonstrationspolitik
4560	demooftheday
4561	demoparade
4562	demoroute
4563	demos
4564	demoschein
4565	demoschild
4566	demoskopie
4567	demotiviert
4568	demotourismus
4569	demoverbot
4570	demowietze
4571	demozug
4572	demystifyingbras
4573	denationalization
4574	denkdochandeinezukunft
4575	denke
4576	denkerinnen
4577	denkmal
4578	denkmalschutz
4579	denkpause
4580	denkselbst
4581	dennsiewissennichtwassietun
4582	dentistdate
4583	denunterschiedwählen
4584	denvolkstodvorantreiben
4585	dependenttypes
4586	deplakafka
4587	deplakatieren
4588	deplakatierung
4589	deportation
4590	depp
4591	deppen
4592	deppenapostroph
4593	depression
4594	depressionsschub
4595	depressionstweet
4596	depressivespots
4597	der
4598	derailing
4599	derbe
4600	derby
4601	derbysieg
4602	derdavor
4603	derdeutschsparer
4604	derentomologischetweet
4605	derfeineunterschied
4606	derfischstinktvomkopf
4607	derfreitag
4608	derfrühevogelfängtdenwähler
4609	dergroßediktator
4610	derhammer
4611	derkampfderkleinen
4612	derkampfgegendiedummheithaterstbegonnen
4613	derkleinephilipp
4614	derkleineunterschied
4615	derklugepiratbautvor
4616	derkommissarunddasmeer
4617	derlavoistschuld
4618	derletzteblick
4619	derlieblingsrapperdeineslieblingsrappers
4620	dermichael
4621	dermitdemautobestimmtwoeslanggeht
4622	dernordenistschön
4623	derp
4624	derparitätische
4625	derrenner
4626	derryvslondonderry
4627	dersonntag
4628	derspiegel
4629	dertagdanach
4630	dertagmeineslebens
4631	dertodisteinmeisterausdeutschland
4632	dertriebtäter
4633	derturmstürtztein
4634	derwachsame
4635	derwahrheitdieehregeben
4636	derwesten
4637	derwisch
4638	des
4639	design
4640	despicableme
4641	despot
4642	despudelskern
4643	dessau
4644	dessauroßlau
4645	destroy
4646	deswirdteuer
4647	details
4648	detmold
4649	detroit
4650	dettenheim
4651	dettingen
4652	deu
4653	deubel
4654	deuschlandfest
4655	deuschlandhatgewählt
4656	deuts
4657	deutsch
4658	deutsche
4659	deutschebahn
4660	deutschebank
4661	deutschedaten
4662	deutschen
4663	deutschensportjugend
4664	deutschepost
4665	deutscherfernsehpreis
4666	deutscherjudobund
4667	deutscherring
4668	deutscherweinkönigin
4669	deutsches
4670	deutscheseck
4671	deutschewelle
4672	deutschland
4673	deutschlandfest
4674	deutschlandfunk
4675	deutschlandgoestobrasil
4676	deutschlandkette
4677	deutschlandnetz
4678	deutschlandradio
4679	deutschlandstipendien
4680	deutschlandtour2013
4681	deutschlandtre
4682	deutschlandtrend
4683	deutschmarkrettungsschirm
4684	deutungshoheit
4685	deutz
4686	deutz05
4687	devices
4688	devopsdays
4689	dewangen
4690	dewezet
4691	dexter
4692	dezentral
4693	dezentraleav
4694	dezilen
4695	dfb
4696	dfb_frauen
4697	dfb_pokal
4698	dfbfrauen
4699	dfblive
4700	dfbpok
4701	dfbpokal
4702	dff
4703	dfl
4704	dfn
4705	dfp
4706	dfsp
4707	dfsp13
4708	dgb
4709	dgbarbeit
4710	dgbcouch
4711	dgbdemo
4712	dgbelefantenrunde
4713	dgbsommerfest
4714	dgf
4715	dgti
4716	dhbw
4717	dhl
4718	dhrlp
4719	dhsr
4720	dhv
4721	di
4722	diaby
4723	diakonie
4724	dialog
4725	dialogbox
4726	dialogboxberlin
4727	diamondsareagirlsbestfriend
4728	diaspora
4729	diät
4730	diäten
4731	diavolo
4732	dichter
4733	dickauftragentweet
4734	dicke
4735	dickemucke
4736	dickerebngel
4737	dickerengel
4738	dickewange
4739	dickhuth
4740	dickkopf
4741	diditaleüberwachung
4742	die
4743	die_gruenen
4744	dieaerzte
4745	dieanstalt
4746	dieapothekerin
4747	diearzte
4748	dieärzte
4749	diebahn
4750	diebahnkommtirgendwannmal
4751	diebasis
4752	diebegehrtestenplätzefürjournalistinnen
4753	diebestenderbe
4754	diebestenderbesten
4755	dieburg
4756	diedebatte
4757	diedenbergen
4758	dieessich
4759	diefreiheit
4760	diegedankensindfrei
4761	diegrünen
4762	diehabichmalgewaehlt
4763	diehoffnungstirbtzuletzt
4764	diekanzlerinkotzt
4765	diekarawaneziehtweiter
4766	diekettedesgrauens
4767	diekleinen
4768	diekmann
4769	diekomiker
4770	diekommunalpartei
4771	diekönneneseinfachnicht
4772	diekovakverschwörung
4773	dielinke
4774	dielinkeettlingen
4775	diemachtausdenbergen
4776	diemaskeverrutscht
4777	diemitte
4778	dieneuefar
4779	dieneuefarbe
4780	dienst
4781	dienstag
4782	dienstflosse
4783	dienstleister
4784	dienstleistungswüste
4785	dieobjektiven
4786	dieostseeistfürmichkeinmeer
4787	diepartei
4788	diepental
4789	dieprinzen
4790	dierdorf
4791	dierechte
4792	dierkow
4793	diersdorf
4794	diescheissmietensindzuhoch
4795	dieschlachtumdieflummiswirdnochkommen
4796	dieselgate
4797	diesesmalrichtig
4798	diesims3
4799	diesonne
4800	diespdwar
4801	diespdwars
4802	diestory
4803	diestraßewähltdenprof
4804	dietharz
4805	dietropenrufen
4806	dietz
4807	dietzenbach
4808	dieuhrentickeninbayernanders
4809	dieumfragenwarens
4810	dievioletten
4811	diewahl
4812	diewelt
4813	dieweltkannmirnix
4814	diewichtigenfragen
4815	diez
4816	diezeit
4817	differenziert
4818	digicert
4819	digicuisine
4820	digiges
4821	digitalagenda
4822	digitalcourage
4823	digitaldebakel
4824	digitalebücherverbrennung
4825	digitalejeannedarc
4826	digitales
4827	digitalewährung
4828	digitalhippies
4829	digitalnaiv
4830	digitalparents
4831	dignity
4832	dihk
4833	diktator
4834	diktatorcheck
4835	diktatur
4836	diktiergerät
4837	dilemma
4838	dilettantenuntersich
4839	dillingen
4840	dimap
4841	dinge
4842	dingediekeinerbraucht
4843	dingediepofallabeendet
4844	dingolfing
4845	dinkel
4846	dinkelsbühl
4847	dinohermann
4848	dinos
4849	dinosaurier
4850	dinslaken
4851	dioxin
4852	diplom
4853	diplomacy
4854	diplomarbeit
4855	diplomatie
4856	diplomatisch
4857	dir
4858	direkkandidatin
4859	direkt
4860	direktambürger
4861	direktedemokratie
4862	direktkandidat
4863	direktkandidaten
4864	direktkandidatin
4865	direktkandidatur
4866	direktmandat
4867	direktmandate
4868	direnankara
4869	direngazeteci
4870	direngazi
4871	direngezi
4872	direngeziparki
4873	direnistanbul
4874	direnka
4875	direnkadiköy
4876	direnkaradayi
4877	direnmerdiven
4878	direnodtü
4879	direnokmeydanı
4880	dirensevim
4881	direntürkiye
4882	dirk
4883	dirndl
4884	dirsch
4885	dirtydancing
4886	disaster
4887	dischingen
4888	disclaimer
4889	disclaimertweet
4890	disco
4891	discrimination
4892	discuss
4893	discussionfromhell
4894	disguisting
4895	dishwasher
4896	diskriminierend
4897	diskriminiert
4898	diskriminierung
4899	diskriminierungen
4900	diskurs
4901	diskussion
4902	diskussionen
4903	diskussionsk
4904	diskussionskultur
4905	dislike
4906	disney
4907	disneyland
4908	dispoabzocke
4909	dispositionlist
4910	dispositions
4911	dispozinsen
4912	diss
4913	dissen
4914	dissertation
4915	distelfalter
4916	distillery
4917	distributedsystems
4918	ditib
4919	dito
4920	dittmann
4921	dittmar
4922	dittsche
4923	ditzenbach
4924	diven
4925	diversity
4926	divestment
4927	divideetimpera
4928	diw
4929	diy
4930	dj
4931	djúpur
4932	djv
4933	djvollekannelautstärke
4934	dk
4935	dk62
4936	dkbhbl
4937	dkms
4938	dknk
4939	dkp
4940	dl
4941	dld
4942	dlf
4943	dlfbuechermarkt
4944	dlfdossier
4945	dlfhintergrund
4946	dlfmedien
4947	dlfmeinung
4948	dlg
4949	dlrg
4950	dlrhh
4951	dlt13
4952	dlv
4953	dm
4954	dmbzurwahl
4955	dmbzurwahl20
4956	dmbzurwahl2013
4957	dmca
4958	dmexco
4959	dnb
4960	dnipresenter
4961	dnlive
4962	dnn
4963	dnp13
4964	dnssec
4965	dnstechpack
4966	do
4967	doag
4968	doallthethings
4969	doas
4970	döbelner
4971	doberan
4972	doberaner
4973	dobi
4974	doblind
4975	dobrind
4976	dobrindt
4977	dobringt
4978	dobrinth
4979	doch
4980	dochreim
4981	dochwiederdrin
4982	dockville
4983	doctorwho
4984	documentary
4985	dödööm
4986	doering
4987	dogconcent
4988	dogcontent
4989	dogfooding
4990	dogs
4991	doha
4992	doi
4993	doitthepofallaway
4994	doko
4995	doktorarbeit
4996	doktortitel
4997	doku
4998	dokument
4999	dokumentarfilm
5000	dokumentation
5001	dokusputnik
5002	dolchau
5003	doldinger
5004	dolinen
5005	dollar
5006	dolomiten
5007	dom
5008	domauwörth
5009	domberg
5010	domfestspiele
5011	domi
5012	doml
5013	domowina
5014	domplatz
5015	domradio
5016	domscheit
5017	domscheitberg
5018	don
5019	donalphonso
5020	donauwörth
5021	donazifrei
5022	done
5023	donna
5024	données
5025	donner
5026	donnerblitz
5027	donnergurgler
5028	donnerstag
5029	donnerwetter
5030	donottrythisathome
5031	dontdrinkanddrive
5032	dontpanic
5033	dontspyonme
5034	dontthinkso
5035	donttrythisathomekids
5036	donzdorf
5037	doof
5038	doofefrage
5039	dooferregen
5040	doofesdeutschland
5041	doofeswetter
5042	doomed
5043	doors
5044	dopa
5045	döpfner
5046	doping
5047	dopingprävention
5048	dopingstudie
5049	doppeldeutig
5050	doppelfail
5051	doppelff
5052	doppelflausch
5053	doppelhaushalt
5054	doppellollgut
5055	doppelmoral
5056	doppelpass
5057	doppelte
5058	doppeltesspiel
5059	döppersberg
5060	dorado
